id,abstract,year,month,day,journal
5545038,[Populationgenetics of phosphoglucoseisomerase. (EC:5.3.1.9)].,1971,1,1,Humangenetik
5543874,Electrophoretic and functional variants of NADH-methemoglobin reductase in hereditary methemoglobinemia.,1971,1,1,The Journal of clinical investigation
5540493,"Cytogenetic studies in the Hottentot population: count distribution, report of a fragment, and preliminary description of morphology.",1971,1,1,American journal of physical anthropology
5539277,Evolution of clinical signs in adult-onset cystic disease of the renal medulla.,1971,1,1,Annals of internal medicine
5317029,"Genetic structure of the population of Valparaiso. V. ABO blood groups, color vision deficiency and their relationship to other variables.",1971,1,1,Human heredity
5316617,Equilibrium under inbreeding in balanced polymorphisms.,1971,1,1,Bulletin of the World Health Organization
5316159,On the inheritance of incontinentia pigmenti.,1971,1,1,Dermatologica
5315643,[General amyloidosis with lattice dystrophy of the cornea].,1971,1,1,Duodecim; laaketieteellinen aikakauskirja
5313886,The genetics of clotting factor VIII.,1971,1,1,Medical laboratory technology
5313312,A possibly new familial superficial corneal dystrophy.,1971,1,1,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie
5312820,Congenital corneal dystrophy. Progressive sensorineural deafness in a family.,1971,1,1,"Archives of ophthalmology (Chicago, Ill. : 1960)"
5293030,[The modern concept of the gene].,1971,1,1,L' Orthodontie francaise
5292820,"HL-A antigens and susceptibility to diseases. A study of patients with acute lymphoblastic leukaemia, Hodgkin's disease, and childhood asthma.",1971,1,1,Tissue antigens
5291549,Random inactivities of the X chromosome in intermediate X-linked retinitis pigmentosa. Two hypotheses.,1971,1,1,Transactions of the ophthalmological societies of the United Kingdom
5280409,The influence of sex-chromosome genes on tooth size in man. A genetic and quantitative study.,1971,1,1,Suomen Hammaslaakariseuran toimituksia = Finska tandlakarsallskapets forhandlingar
5276304,A new reduced human-mouse somatic cell hybrid containing the human gene for adenine phosphoribosyltransferase.,1971,1,1,Proceedings of the National Academy of Sciences of the United States of America
5276287,Immunofluorescent evidence for cellular control of synthesis of variable regions of light and heavy chains of immunoglobulins G and M by the same gene.,1971,1,1,Proceedings of the National Academy of Sciences of the United States of America
5276281,Mitotic separation of two human X-linked genes in man--mouse somatic cell hybrids.,1971,1,1,Proceedings of the National Academy of Sciences of the United States of America
5173656,Comparisons of the polypeptide chains of globins.,1971,1,1,Journal of molecular evolution
5173424,Population studies in Northern Sweden. II. Red cell enzyme polymorphism in the Swedish Lapps.,1971,1,1,Hereditas
5173422,Rates of the schizophrenic genotype in relatives of psychotic persons.,1971,1,1,Hereditas
5170811,Medical genetics and adoption.,1971,1,1,Child welfare
5170239,Experimental studies of &quot;lethargic&quot; mutant mice.,1971,1,1,Texas reports on biology and medicine
5169568,Discriminating between different modes of inheritance in genetic disease.,1971,1,1,Clinical genetics
5167757,Platelet iso-antigens and iso-antibodies.,1971,1,1,Bibliotheca haematologica
5161774,Primary angle-closure glaucoma: changing concepts of inheritance and environment.,1971,1,1,Transactions of the Australian College of Ophthalmologists
5159100,A genetic analysis of Parkinson's disease.,1971,1,1,Transactions of the American Neurological Association
5156008,[Cardiological studies on patients with autosomal dominant and autosomal recessive hereditary myotonia congenital and myotonia dystrophica].,1971,1,1,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin
5155315,Sex determination and gonadal differentiation in man. A unifying concept of normal and abnormal sex development.,1971,1,1,Clinical genetics
5155313,Inheritance of Gm(g) and a gene complex Gm a Gm g weak.,1971,1,1,Clinical genetics
5155309,Genetics of hereditary nephropathy with deafness (Alport's disease).,1971,1,1,Clinical genetics
5154533,HL-A typing in Asian Indians.,1971,1,1,Tissue antigens
5154531,"The distribution of HL-A leukocyte antigens in Singapore Chinese, Malays, and Indians.",1971,1,1,Tissue antigens
5154367,Leukocyte antigens in a New Guinea population.,1971,1,1,Tissue antigens
5154290,Disagreements between observed and expected data in erythrocyte acid phosphatase polymorphism. Reference laboratories for enzyme polymorphisms.,1971,1,1,Zeitschrift fur Rechtsmedizin. Journal of legal medicine
5154256,Leukocyte antibodies: occurrence in primigravidae.,1971,1,1,Tissue antigens
5149966,The serum IgG allotype Gm(1) in Scotland.,1971,1,1,Human heredity
5149961,A general model for the genetic analysis of pedigree data.,1971,1,1,Human heredity
5149960,Schizophrenia: geneticism and environmentalism.,1971,1,1,Human heredity
5148770,A statistical comparison of human karyotypes in a D-group monosomy and in eusomic controls.,1971,1,1,Acta biologica et medica Germanica
5147506,The distribution of serum protein and enzyme group systems among North Indians.,1971,1,1,Human heredity
5146584,"Syndrome characterized by lingual malformation, polydactyly, tachypnea, and psychomotor retardation (Mohr syndrome).",1971,1,1,Clinical genetics
5146580,"Lysinuric protein intolerance, an autosomal recessive disease. A genetic study of 10 Finnish families.",1971,1,1,Clinical genetics
5146579,Spinal muscular atrophy type II. A separate genetic and clinical entity from type I (Werdnig-Hoffmann disease) and type 3 (Kugelberg-Welander disease).,1971,1,1,Clinical genetics
5145709,A contribution to the Ny a problem.,1971,1,1,Human heredity
5144908,Phosphoglucomutase (PGM) and 6-phosphogluconate dehydrogenase (PGD) isozymes in human sperm cells.,1971,1,1,Humangenetik
5144907,Population genetics of soluble glutamic-pyruvic transaminase (EC: 2.6.1.2): gene frequencies in Southwestern Germany.,1971,1,1,Humangenetik
5144905,Genetics and linkage analysis of adenosine deaminase.,1971,1,1,Humangenetik
5144903,Adenylate kinase and malate dehydrogenase in four Malaysian racial groups.,1971,1,1,Humangenetik
5144898,Adenosine deaminase polymorphism in Sardinia.,1971,1,1,Humangenetik
5140312,[Molecular basis of thalassemia and sickle-cell anemia].,1971,1,1,La Pediatria
5139254,A study of the pseudocholinesterase polymorphism among a panjabi population.,1971,1,1,Human heredity
5139253,Segregation analysis of three red cell isoenzymes.,1971,1,1,Human heredity
5139252,Frequency of red cell adenosine deaminase phenotypes in several population groups in Israel.,1971,1,1,Human heredity
5138929,[The HL-A system of histocompatibility antigens].,1971,1,1,Bibliotheca haematologica
5136217,The distribution in man of genetic variants of 6-phosphogluconate dehydrogenase.,1971,1,1,Human heredity
5136216,The world distribution of electrophoretic variants of the red cell enzyme adenylate kinase.,1971,1,1,Human heredity
5136215,Adenylate kinase (AK) phenotypes in an Indian population sample.,1971,1,1,Human heredity
5136214,Red cell adenylate kinase and phosphoglucomutase polymorphisms in several population groups in Israel.,1971,1,1,Human heredity
5136213,"Red cell enzyme polymorphisms in a northern German population. Gene frequencies and population genetics of the acid phosphatase (AP), phosphoglucomutase (PGM), adenylate kinase (AK), adenosine deaminase (ADA) and 6-phosphogluconate dehydrogenase (6-PGD).",1971,1,1,Human heredity
5136212,"Placenta phosphoglucomutase types in Norway. Gene frequencies, lack of association with perinatal factors and report of a new PGM phenotype.",1971,1,1,Human heredity
5136210,Variation of inbreeding coefficient in Japan.,1971,1,1,Human heredity
5135858,Soluble glutamic-pyruvic transaminase (EC:2.6.1.2): formal genetics and linkage relations.,1971,1,1,Humangenetik
5135856,Genetics and linkage analysis for the acid phosphatase of the erythrocytes.,1971,1,1,Humangenetik
5135855,Genetics and linkage analysis on phosphoglucomutase.,1971,1,1,Humangenetik
5135854,Genetics and linkage analysis on adenylate kinase.,1971,1,1,Humangenetik
5135852,Laurence-Moon-Biedl syndrome in presumably identical twins.,1971,1,1,Humangenetik
5135851,Another example of slow albumin allotype.,1971,1,1,Humangenetik
5135850,"Non-random participation of chromosomes 13, 14 and 15 in acrocentric associations.",1971,1,1,Humangenetik
5132971,A dominant form of neuronal ceroid-lipofuscinosis.,1971,1,1,Brain : a journal of neurology
5129670,Differentiation of two forms of xeroderma pigmentosum.,1971,1,1,Dermatologica
5129072,[Late hereditary oculopharyngeal myopathy].,1971,1,1,Practica oto-rhino-laryngologica
5128746,The Kell-Cellano blood group system in clinical and medico-legal practice. A survey covering a period of twenty years.,1971,1,1,Haematologia
5127408,Human red cell adenylate kinase polymorphism in West Malaysian populations.,1971,1,1,Human heredity
5127407,Studies on the immunoglobulin allotypes of asiatic populations. I. Gm and Inv allotypes among Chinese from Kuantung Province.,1971,1,1,Human heredity
5127406,"Red cell phosphoglucomutase polymorphism in Finland-Swedes, Finns, Finnish Lapps, Maris (Cheremisses) and Greenland Eskimos, and segregation studies of PGM types in Lapp families.",1971,1,1,Human heredity
5127405,"Serum protein polymorphisms among Norwegian Lapps. Studies on the Lp, Ag, Gc and transferrin systems.",1971,1,1,Human heredity
5126377,"Computation of the number of diabetics, as well as of diabetic genotypes and of the frequency of diabetic alleles in the Polish population above 14 years of age.",1971,1,1,Polish medical journal
5120439,[Chemical and genetic aspects of hemoglobinosynthesis].,1971,1,1,Marseille medical
5116596,"The adducted thumbs syndrome. An autosomal recessive disease with arthrogryposis, dysmyelination, craniostenosis, and cleft palate.",1971,1,1,Clinical genetics
5116594,Autosomal dominant inheritance in Larsen's syndrome.,1971,1,1,Clinical genetics
5116593,Dominant mode of inheritance in atrial septal defect.,1971,1,1,Clinical genetics
5115892,Results of haptoglobin types investigations in Hungary.,1971,1,1,Humangenetik
5115890,Contribution to the PGM 3 polymorphism phenotype frequencies in Prague.,1971,1,1,Humangenetik
5115889,[Data on population genetics of 6-phosphogluconate dehydrogenase].,1971,1,1,Humangenetik
5115888,Exomphalos in four consecutive pregnancies.,1971,1,1,Humangenetik
5115887,A chromosome 13q+ in a patient with characteristics of the trisomy 13 syndrome.,1971,1,1,Humangenetik
5114679,On the phenotype distribution of red cell acid phosphatase in Czechoslovakia. The district of Ceské Budĕjovice.,1971,1,1,Humangenetik
5114667,Evidence against nutritional adaption of tolerance to lactose.,1971,1,1,Humangenetik
5112619,[Beta-thalassaemia minor in Finland].,1971,1,1,Duodecim; laaketieteellinen aikakauskirja
5112611,Lipoid proteinosis in South Africa.,1971,1,1,Dermatologica
5111762,"Congenital chloride diarrhea, an autosomal recessive disease. Genetic study of 14 Finnish and 12 other families.",1971,1,1,Clinical genetics
5111759,Incidence of cleft lip and palate in the offspring of cleft parents.,1971,1,1,Clinical genetics
5111758,Evidence for autosomal recessive inheritance of costovertebral dysplasia.,1971,1,1,Clinical genetics
5111757,The ENCU scoring system. A strategy for solving a class of single-locus genetic counseling problems.,1971,1,1,Clinical genetics
5111755,Accumulation of different congenital heart defects in one pedigree.,1971,1,1,Clinical genetics
5111754,Hypoplastic left heart syndrome: an autosomal recessive disorder.,1971,1,1,Clinical genetics
5105730,[Tables to calculate the probability of mono dizygoticity in twins. Study of Mexican population groups].,1971,1,1,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion
5104863,Natural mutation rates in the house mouse. Estimates for five specific loci and dominant mutations.,1971,1,1,Mutation research
5092947,[Heterozygotic form of mucoviscidosis in children].,1971,1,1,Pediatria polska
5092718,Inherited differences in blood group A subtypes in Caucasians and Negroes.,1971,1,1,Human heredity
5092717,A study of red cell adenylate kinase (AK) types in 115 Danish families.,1971,1,1,Human heredity
5092715,A study of red cell adenosine deaminase (ADA) types in 116 Danish families.,1971,1,1,Human heredity
5092714,The distribution in human populations of genetic variants of adenosine deaminase.,1971,1,1,Human heredity
5092711,&quot;Ridges-off-the-end&quot;--a dermatoglyphic syndrome.,1971,1,1,Human heredity
5091037,[Bilateral breast cancer].,1971,1,1,Prensa medica argentina
5090327,Paradoxical frequencies of recessive disorders in Ashkenazic Jews.,1971,1,1,Journal of chronic diseases
5006249,Evolutionary rate of cistrons and DNA divergence.,1971,1,1,Journal of molecular evolution
5005925,Albinism.,1971,1,1,Advances in human genetics
5005219,HL-A antibodies: influence on the human foetus.,1971,1,1,Tissue antigens
5004725,Studies on inherited antigenic variation of human serum -lipoprotein by passive hemagglutination. V. Studies on a non-precipitating antiserum.,1971,1,1,Human heredity
5004308,The ribosomal RNA cistrons.,1971,1,1,Progress in nucleic acid research and molecular biology
5004219,Genetic and linkage analysis on 6-PGD.,1971,1,1,Humangenetik
5004218,Methodological investigations on the ABO-typing of ancient bones.,1971,1,1,Humangenetik
5003195,Genetic aspects of the complement system.,1971,1,1,Advances in immunology
5003130,Serum -lipoprotein polymorphism in Greenlanders. Frequency of the Ag(x) factor.,1971,1,1,Human heredity
5003127,The distribution of ABO and Rh blood groups in North Indian populations.,1971,1,1,Human heredity
5003068,[Clinical significance of anti-Vel-antibodies].,1971,1,1,Bibliotheca haematologica
5002778,Serum protein polymorphisms in Indians of western Canada. Gene frequencies and data on the Gc-albumin linkage.,1971,1,1,Human heredity
5001785,Genetic marker systems in Arctic populations. I. Lp and Ag datas on the Greenland Eskimos.,1971,1,1,Human heredity
5001519,Is haemoglobin G Philadelphia linked to -thalassaemia?,1971,1,1,Acta haematologica
5000413,A new human allotype carried by the G3 subclass: Gm(25).,1971,1,1,Humangenetik
5000043,The incidence of -thalassemia and abnormal hemoglobins in Turkey.,1971,1,1,Acta haematologica
4998684,Transspecific variability of phosphohexose isomerase (E.C.:5.3.1.9) in primates.,1971,1,1,Humangenetik
4952650,"The Gm(1), Gm(2) and Gm(4) factors in the Polish population.",1971,1,1,Archivum immunologiae et therapiae experimentalis
4952649,"Frequency of types in the Hp, Gc and Gm serum systems and acid phosphatase of erythrocytes in the Greek population.",1971,1,1,Archivum immunologiae et therapiae experimentalis
4952647,Hp subgroups in the Polish population.,1971,1,1,Archivum immunologiae et therapiae experimentalis
4952645,Frequency of Gm(5) factor in the Polish population determined with rabbit anti-Gm(5) serum.,1971,1,1,Archivum immunologiae et therapiae experimentalis
4952641,Frequency of phosphoglucomutase types in the Polish population.,1971,1,1,Archivum immunologiae et therapiae experimentalis
4950475,Acatalasemia.,1971,1,1,Advances in human genetics
4949436,"Transplantation antigens and malignant lymphomas in man: follicular lymphoma, reticulum cell sarcoma and lymphosarcoma.",1971,1,1,Tissue antigens
4949410,The probability of donor-recipient histocompatibility in different HL-A phenotype combinations.,1971,1,1,Tissue antigens
4948503,Teratology.,1971,1,1,Annual review of pharmacology
4947106,The genetic effects of ionizing radiations.,1971,1,1,Advances in genetics
4945688,Sex ratio in spina bifida and anencephaly.,1971,1,1,Genetica
4945043,[Use of leukocyte group typing in human organ transplantation].,1971,1,1,Bibliotheca haematologica
4944451,Possible cases of relaxed selection in civilized populations.,1971,1,1,Humangenetik
4943911,The immune system: a model for differentiation in higher organisms.,1971,1,1,Advances in immunology
4942225,Antibody diversity.,1971,1,1,Annual review of biochemistry
4939953,Apparently monogenic inheritance of anencephaly and spina bifida in a kindred.,1971,1,1,Humangenetik
4931551,[Haptoglobin: its structure and function of hemoglobin binding].,1971,1,1,Uspekhi sovremennoi biologii
4928129,[Problem of heredity and cytogenetic studies in schizophrenia].,1971,1,1,Psychiatria polska
4377852,[Subacute sclerosing panencephalitis Van Bogaert's Subacute sclerosing leucoencephalitis. Outline of past findings and future prospects].,1971,1,1,Revue d'electroencephalographie et de neurophysiologie clinique
4377447,Rate of change of concomitantly variable codons.,1971,1,1,Journal of molecular evolution
4377446,The structures of cytochrome c and the rates of molecular evolution.,1971,1,1,Journal of molecular evolution
4377445,On the constancy of the evolutionary rate of cistrons.,1971,1,1,Journal of molecular evolution
4349418,"Critical periods in brain development. In: lipids, malnutrition &amp; the developing brain.",1971,1,1,Ciba Foundation symposium
4342482,HL-A types in Danish Eskimos from Greenland.,1971,1,1,Tissue antigens
4331171,Inheritance of haemoglobin H disease. A new aspect.,1971,1,1,Acta haematologica
4327700,[Morphology and function of pituitary cells].,1971,1,1,Naika. Internal medicine
4265147,[Myocardiopathies in myopathies].,1971,1,1,Verhandlungen der Deutschen Gesellschaft fur Innere Medizin
4263097,Histocompatibility matching. V. A comparison of typing and mixed cultures in unrelated individuals.,1971,1,1,Tissue antigens
4260008,Blood groups of the Burmese population.,1971,1,1,Human heredity
4259520,"[Frequency of the C and c (Carabelli's complex) genes in the present population of the valley of Pastos Chicos (province of Jujuy, Argentina)].",1971,1,1,Comptes rendus des seances de la Societe de biologie et de ses filiales
4259025,[Pt-type distribution among an isolated population in Abchaz Svanetia (Georgia)].,1971,1,1,Acta biologica et medica Germanica
4257922,Adenosine-triphosphatase deficiency in a family with non-spherocytic haemolytic anaemia.,1971,1,1,Human heredity
4255837,"[Nail-patella syndrome. Clinical picture, family history and biochemical studies].",1971,1,1,Dermatologica
4253936,[Heredity in leukemia].,1971,1,1,Nihon rinsho. Japanese journal of clinical medicine
4252882,[Hereditary onycho-osteo-dysplasia (HOOD) in a Swabian family. I. Genetic and metabolic studies. II. Morphology].,1971,1,1,Archiv fur dermatologische Forschung
4252109,[Hemoglobin biosynthesis].,1971,1,1,Nouvelle revue francaise d'hematologie
4252108,[The hemoglobinopathies due to a disturbance of hemoglobin synthesis].,1971,1,1,Nouvelle revue francaise d'hematologie
4252107,[Hemoglobinopathies caused by structural anomaly].,1971,1,1,Nouvelle revue francaise d'hematologie
4252103,[Current status of the problem of abnormal hemoglobins. Preliminary reflexions].,1971,1,1,Nouvelle revue francaise d'hematologie
4119872,"[Dry congenital erythroderma ichthyosiforme, deaf-mutism, and hypetomegaly, of recessive autosome transmission. Study of a family].",1971,1,1,Bulletin de la Societe francaise de dermatologie et de syphiligraphie
4116474,The distribution of HL-A histocompatibility factors and genes in patients with systemic lupus erythematosus.,1971,1,1,Tissue antigens
4116443,HL-A polymorphism of Norwegian Lapps.,1971,1,1,Tissue antigens
4116379,HL-A haplotype frequencies in Denmark and Norway.,1971,1,1,Tissue antigens
4116378,"Identification of two determinants included in &quot;antigen&quot; HL-A-10 (TO 31 and TO 40) and of a new family of cross-reacting specificities (HL-A1,11,TO 30,31,40).",1971,1,1,Tissue antigens
4112775,Can gene subloci be determined from serological specificities?,1971,1,1,Haematologia
4112281,Ag(x) and Ag(y) antigens in studies of paternity cases in the United Kingdom.,1971,1,1,Human heredity
4112279,Gm types of Greenland Eskimos.,1971,1,1,Human heredity
4112057,Another variant in the C 3 system.,1971,1,1,Clinical genetics
4111762,[Qualitative and quantitative studies on the blood group A el ].,1971,1,1,"Folia haematologica (Leipzig, Germany : 1928)"
4111761,"[Rh-defect types, their diagnosis and significance].",1971,1,1,"Folia haematologica (Leipzig, Germany : 1928)"
4109806,"The distribution of several serological and biochemical traits in east Asia. 3. The distribution of gamma-globulin (Gm(1), Gm(2), Gm(5) and Inv(1) and Gc groups in Taiwan and Ryukyu.",1971,1,1,Human heredity
4109356,Studies on C'3 polymorphism in Denmark.,1971,1,1,Human heredity
4109355,Genetic polymorphism of the complement component C3 in Swedish Lapps.,1971,1,1,Human heredity
4109354,Genetic polymorphism of the complement component C3 in a northern Swedish population.,1971,1,1,Human heredity
4108876,The H-2 model for the major histocompatibility systems.,1971,1,1,Transplantation reviews
4108383,C 3 types of Norwegian Lapps.,1971,1,1,Human heredity
4108382,The distribution of C 3 types in Norway.,1971,1,1,Human heredity
4107349,"[Incidence and gene frequency of Gm (1), (2), (5) and Inv (1) gammaglobulin polymorphisms and their utilization in paternity determinations in Hungary].",1971,1,1,Zeitschrift fur Rechtsmedizin. Journal of legal medicine
4104837,[Hereditary cerebellar aataxia with spinal muscular atrophies].,1971,1,1,Zeitschrift fur Neurologie
4104409,[A case report on the adult type of recessive spastic paraplegia].,1971,1,1,Zeitschrift fur Neurologie
4104405,[CNS lesions in olivo-ponto-cerebellar atrophies].,1971,1,1,Zeitschrift fur Neurologie
4100766,N-terminal analysis of normal immunoglobulin light chains. I. A study of thirteen individual humans.,1971,1,1,Immunochemistry
4100047,"The molecular defect in a protein (CRA) found in gamma-1 heavy chain disease, and its genetic implications.",1971,1,1,Proceedings of the National Academy of Sciences of the United States of America
4992702,Chromosome mapping.,1971,1,16,British medical journal
4995032,[Confirmation of a linkage between the locus of lactate dehydrogenase B and peptidase B].,1971,1,25,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles
5548609,"Expression of the mitochondria genome in HeLa cells. IV. Titration of mitochondrial genes for 16 s, 12 s and 4 s RNA.",1971,1,28,Journal of molecular biology
5538937,Favism: association with erythrocyte acid phosphatase phenotype.,1971,1,29,"Science (New York, N.Y.)"
5581705,The genetics of the HL-A system and its implications in transplantation.,1971,2,1,Vox sanguinis
5576283,Distribution of ancestral secondary cases in bipolar affective disorders.,1971,2,1,The British journal of psychiatry : the journal of mental science
5576281,Abnormality on paternal and maternal sides: observations in bipolar (manic-depressive) and unipolar depressive psychoses.,1971,2,1,The British journal of psychiatry : the journal of mental science
5552834,Identification of an abnormal polypeptide chain of haemoglobin.,1971,2,1,Canadian journal of medical technology
5551698,Familial muscular dystrophy of late onset.,1971,2,1,"Journal of neurology, neurosurgery, and psychiatry"
5549568,"[Structural rule of antibodies. Primary structure of a monoclonal immunoglobulin-L-chain of the lambda type, subgroup IV (Bence-Jones-protein Kern). V. The complete amino acid sequence and its genetic interpretation].",1971,2,1,Hoppe-Seyler's Zeitschrift fur physiologische Chemie
5549559,Hormone-induced gene amplification in somatic cells.,1971,2,1,Hoppe-Seyler's Zeitschrift fur physiologische Chemie
5548946,Genetic factors in neurological disease: tuberous sclerosis.,1971,2,1,Proceedings of the Royal Society of Medicine
5548945,Genetic factors in neurological disease. Clinical aspects.,1971,2,1,Proceedings of the Royal Society of Medicine
5548480,Acanthosis nigricans heredita.,1971,2,1,The British journal of dermatology
5548439,"A haptoglobin mating frequency, segregation and ABO blood-group intraction analysis for additional series of families.",1971,2,1,Annals of human genetics
5548436,Genetics of dermatoglyphic patterns on palms.,1971,2,1,Annals of human genetics
5546555,Hereditary alpha 1-antitrypsin deficiency.,1971,2,1,Annals of clinical research
5545713,Dominant juvenile optic atrophy. A study in two families and review of hereditary disease in childhood.,1971,2,1,"Archives of ophthalmology (Chicago, Ill. : 1960)"
5540171,Studies of a hypomorphic variant of human C3.,1971,2,1,The Journal of clinical investigation
5540166,Comparison of the HL-A phenotypes of lymphocytes and kidney cells determined by the fluorochromasia cytotoxicity assay.,1971,2,1,The Journal of clinical investigation
5293617,Genetic approaches to the nosology of muscular disease: myotonias and similar diseases.,1971,2,1,Birth defects original article series
5293616,Some rare congenital and metabolic myopathies.,1971,2,1,Birth defects original article series
5279905,[A case of hereditary hypodontia of all the molars in the upper jaw].,1971,2,1,Den Norske tannlaegeforenings tidende
5173366,Juvenile amyotrophic lateral sclerosis in two brothers from an inbred community.,1971,2,1,Birth defects original article series
5173365,Two kindreds with a sex-linked recessive form of spastic paraplegia.,1971,2,1,Birth defects original article series
5173364,Two distinct types of autosomal dominant spastic paraplegia.,1971,2,1,Birth defects original article series
5173363,Mast syndrome: a recessively inherited form of presenile dementia with motor disturbances.,1971,2,1,Birth defects original article series
5173362,Troyer syndrome: a recessively inherited form of spastic paraplegia with distal muscle wasting.,1971,2,1,Birth defects original article series
5173359,Hereditary disease of the cerebellar parenchyma.,1971,2,1,Birth defects original article series
5173357,"Genetics, geography and intelligence in the torsion dystonias.",1971,2,1,Birth defects original article series
5173354,Genetic approaches to the nosology of nervous system defects.,1971,2,1,Birth defects original article series
5173130,The genetic heterogeneity of spinal muscular atrophy (SMA).,1971,2,1,Birth defects original article series
5173114,Recessively inherited Charcot-Marie-Tooth syndrome in identical twins.,1971,2,1,Birth defects original article series
5173113,Hypertrophic interstitial neuropathy of Déjérine-Sottas.,1971,2,1,Birth defects original article series
5165584,Current information on feline and canine cancers and relationship or lack of relationship to human cancer.,1971,2,1,Journal of the National Cancer Institute
5156151,Population genetic studies in Australian Aborigines of the Northern Territory. The distribution of some serum protein and enzyme groups among populations at various localities in the Northern Territory of Australia.,1971,2,1,Human biology in Oceania
5090313,Alkaline phosphatase polymorphism of the human placenta in people of Negro and European origins living in Connecticut.,1971,2,1,Human biology
5006211,The Dyggve-Melchior-Clausen syndrome.,1971,2,1,Birth defects original article series
5006210,An oculocerebrofacial syndrome.,1971,2,1,Birth defects original article series
5005558,Population genetic studies in Australian Aborigines of the Northern Territory. Blood group genetic studies on populations sampled at 16 localities including Arnhem Land and Groote Eylandt.,1971,2,1,Human biology in Oceania
4995563,Family studies in individuals with selective absence of gamma-A-globulin.,1971,2,1,Clinical and experimental immunology
4950947,Anencephaly and spina bifida: an etiologic hypothesis.,1971,2,1,Birth defects original article series
4950946,Slow viral infections of the nervous system and genetic disease.,1971,2,1,Birth defects original article series
4396729,Age-dependent effects in enzyme induction--a biochemical expression of aging.,1971,2,1,Experimental gerontology
4375502,"Amyloid polyneuropathy, type II (Indiana, or Rukavina type).",1971,2,1,Birth defects original article series
4322942,Human-mouse hybrid cell lines and susceptibility to species-specific viruses.,1971,2,1,Journal of cellular physiology
4251636,Malignant hyperthermia--an investigation of three patients.,1971,2,1,Annals of the Royal College of Surgeons of England
4100972,"Tissue distributions, substrate specificities and molecular sizes of human peptidases determined by separate gene loci.",1971,2,1,Annals of human genetics
5102406,[Glanzmann-Naegeli thrombasthenia. Study of a strongly endogamous ethnic group].,1971,2,2,Annales de pediatrie
4927002,Xg blood groups of Thais.,1971,2,5,Nature
4929739,[Color blindness (daltonism) in the light of genetic studies].,1971,2,15,"Wiadomosci lekarskie (Warsaw, Poland : 1960)"
4992907,"Norrie's disease--an x-linked syndrome of retinal malformation, mental retardation and deafness.",1971,2,18,The New England journal of medicine
4395942,[Fundamentals of transplantation immunology].,1971,2,19,Deutsche medizinische Wochenschrift (1946)
5566959,[Structure and function of the ABO locus].,1971,3,1,Revue francaise de transfusion
5566957,[Allotypy and isotypy of human gamma G].,1971,3,1,Revue francaise de transfusion
5557172,Ocular manifestations of familial hyperlysinemia.,1971,3,1,Transactions - American Academy of Ophthalmology and Otolaryngology. American Academy of Ophthalmology and Otolaryngology
5553957,"Cataracts, galactosuria and hypergalactosemia due to galactokinase deficiency in a child. Studies of a kindred.",1971,3,1,The American journal of medicine
5553785,Hereditary dysphagia: the oculopharyngeal syndrome.,1971,3,1,The Laryngoscope
5551876,"Mucosal neuroma syndrome. Syndrome of bilateral pheochromocytoma, medullary thyroid carcinoma, and multiple neuromas.",1971,3,1,American journal of diseases of children (1960)
5547313,HL-A antigenic loss in malignant transformation.,1971,3,1,Journal of the National Cancer Institute
5282882,Genetics and epilepsy: a model from critical path analysis.,1971,3,1,Epilepsia
5173353,Hereditary bilateral acoustic neuroma (central neurofibromatosis).,1971,3,1,Birth defects original article series
5173352,Evidence for autosomal recessive inheritance of the syndrome of renal tubular acidosis with deafness.,1971,3,1,Birth defects original article series
5173351,X-linked mixed deafness with congenital fixation of the stapedial footplate and perilymphatic gusher.,1971,3,1,Birth defects original article series
5173348,Syndromal approaches to the nosology of hereditary deafness.,1971,3,1,Birth defects original article series
5173346,Congenital nonprogressive moderate neural hearing loss.,1971,3,1,Birth defects original article series
5173345,"A syndrome of nerve deafness, eye anomalies and Marfanoid habitus with autosomal dominant inheritance.",1971,3,1,Birth defects original article series
5173343,"Two genetically distinct types of congenital recessive deafness, one Mennonite, one Amish.",1971,3,1,Birth defects original article series
5173342,Hereditary midfrequency hearing loss.,1971,3,1,Birth defects original article series
5173341,Hereditary low-frequency deafness.,1971,3,1,Birth defects original article series
5173339,Ear deformity and conductive hearing loss.,1971,3,1,Birth defects original article series
5173338,Renal tubular acidosis and deafness.,1971,3,1,Birth defects original article series
5173336,Symphalangism and deafness.,1971,3,1,Birth defects original article series
5173335,"Metaphyseal dysostosis, conductive hearing loss and mental retardation: a recessively inherited syndrome.",1971,3,1,Birth defects original article series
5173334,The Leopard (multiple lentigines) syndrome revisited.,1971,3,1,Birth defects original article series
5173151,"A genetic study of three rare retinal disorders: dystrophia retinae dysacusis syndrome, x-chromosomal retinoschisis and grouped pigments of the retina.",1971,3,1,Birth defects original article series
5173148,"A family with microphthalmia, anophthalmia and concomitant oligophrenia.",1971,3,1,Birth defects original article series
5173142,Macular degeneration of undetermined type: probable autosomal recessive inheritance.,1971,3,1,Birth defects original article series
5173141,"A kindred showing a disorder of the retinal pigmentary epithelium and choriocapillaris, with characteristic macular changes and autosomal dominant transmission.",1971,3,1,Birth defects original article series
